"autonomy_in_choice","autonomy_within_digital_context","digital_literacy","individual_growth","risk_awareness","regulation_of_negative_emotions","regulation_of_aggressive_impulses","support_seeking","respect_towards_others","digital_citizenship","Fuzzy_indicator"
-0.00504752967585389,-1.62906659082414,-0.342616256065278,0.714584124724926,1.2898716255818,-1.35192940454782,0.422178580482678,0.13539667844122,0.196803995651311,0.427716073555772,2.3414884091969e-09
-0.986990162862489,1.69630307590381,1.65215023125903,-1.65991699122912,1.0168120819348,0.355792685051206,0.736416452073805,-1.4169437787616,-0.571194946750717,0.5851157285351,3.56159893475345e-09
-0.45295118691888,-0.161991737855927,1.66942093677699,-0.0329440043717178,1.78314047862155,0.502415288703647,1.32997687619038,1.13026680570933,1.52800216248149,0.112916763597115,1.24068291377624e-08
0.193063703335485,0.602665458236596,-0.368522314342217,-1.12345562799506,1.57173954160451,-0.558442373016957,0.291246133986376,0.93300807357858,0.427203678371919,0.18287216581015,3.68981097946733e-09
0.0897013208947862,1.18949539942388,-0.498052605726913,1.40934556235592,-1.53761590702101,-1.47267743108512,-1.69019822299101,-1.15964978033019,0.623470074763549,0.646326705471506,1.62815799427383e-09
-1.09896607717325,0.504860468038715,1.30673612089984,-0.833238824934007,-0.876987978842786,-0.334196038019106,-1.17519726677221,-0.765132316068702,1.69866859412639,0.0254725108308212,1.96547134041906e-09
-1.27985024644447,-1.4512393359189,1.21174724055107,0.441956218819091,-1.2557479909983,-1.70554862512135,-1.2974008835021,0.847243407434778,-0.997861025862955,-1.55726846423909,7.00975935229385e-10
0.959668039770664,1.28730038962176,1.29810076814086,-0.560610919028172,-1.54642427939672,0.511040147742027,-0.660196310553424,1.55909013642833,0.640536717928038,-1.20749145317392,4.3704289951129e-09
0.727102679279093,0.00694415430404962,0.581366489145549,-0.138477387303009,0.778986027790639,-0.920686452628871,1.44345166315384,-0.370614851807212,-1.64639346611356,1.22345877372904,3.40925407306569e-09
1.28698225083288,-0.375384443742212,-0.644853602629567,0.433161770241483,-0.982688447351302,-0.765438989938051,-0.46816205569218,-0.464955984565394,-0.417595158270312,-1.25995800483369,1.15235965564207e-09
-1.44350735197557,-0.446515345704307,0.235952378786361,-0.877211067822045,-0.921029840721334,0.925033381584213,-1.43706215976482,0.178279011513121,-0.153062189220724,-0.700314787129415,1.01077418089613e-09
0.787397402369501,-1.24673799277788,1.70396234781291,-0.419899741786451,0.814219517293478,0.364417544089585,-0.625280991487743,-1.27114384631713,-0.0677289733982766,-0.752781338789192,2.18456646277371e-09
1.50232054758433,-0.00194720844121247,0.0891513818837064,1.0311842735188,-0.233976795415977,0.217794940437144,0.107940708891552,-1.5884731110492,1.16960265602721,1.51202480785781,5.48070535473557e-09
0.115541916504961,0.495969105293453,1.52261993987434,0.0901782757147879,-0.119467954531751,-0.480818641671547,0.387263261416998,0.109667278598079,-0.0762622949805212,-0.691570361852786,2.94081731766465e-09
-0.0395016571560867,-1.02445392414633,1.63487952574107,1.2598399365366,1.15774603994616,1.25277802504261,-1.43706215976482,0.94158454019296,0.939202973306605,-1.55726846423909,5.39472003321947e-09
-1.27985024644447,-1.06001937512738,0.995863421576574,-0.60458316191621,0.0478911206067333,-0.14444913917477,-1.52435045742902,0.101090811983699,1.47680223298803,1.56449135951759,2.563825752573e-09
-1.36598556514505,1.29619175236702,-1.309775765071,-0.138477387303009,1.16655441232187,0.933658240622593,0.221415495855014,1.08738447263742,-1.41599378339295,-1.63596829172876,2.16971624617736e-09
-1.20232845961394,-0.32203626727064,1.28946541538188,0.529900704595166,-0.348485636300203,0.105671772938218,0.134127198190812,-0.0875914535326653,1.70720191570863,-1.39986880925976,2.82882536594157e-09
0.890759784810199,-0.891083482967401,-1.38749393990182,1.62920677679611,-1.17647263961692,-1.17943222378024,-0.930790033312449,-0.893779315284405,0.401603713625185,-1.06758064874785,1.0588557580568e-09
-0.78887892985115,0.140314595482978,-0.86073742160406,0.872884199121862,1.21940464657612,0.907783663507456,1.5132823012852,-0.524991250866056,1.63040202146843,0.593860153811729,6.83091959351612e-09
-1.01283075847266,0.896080428830238,0.710896780530245,-0.921183310710083,0.364992526132283,-0.92931131166725,-0.284856630597356,1.21603147185313,-0.750394699977857,-0.114438293595249,2.04318399659874e-09
1.01996276286107,-0.393167169232735,-0.912549538157938,-0.2440107702343,0.77017765541493,-0.058200548790981,0.291246133986376,1.27606673815379,-0.0421290086515421,-1.33865783232336,2.64120664676689e-09
-0.909468376031965,1.10058177197126,0.892239188468818,0.406778424508661,-1.39668194900966,-1.40367855877809,-1.21011258583789,-0.559297117323577,0.529603537358857,-0.236860247468059,1.41736757139678e-09
1.19223340026224,0.398164115095573,0.477742256037793,-1.21140011377113,-1.16766426724121,-1.70554862512135,-0.555450353356382,-1.69996717703614,1.05866947545803,0.742515383514428,1.63410475531205e-09
1.39895816514363,0.00694415430404962,0.805885660879021,0.617845190371242,0.75256091066351,1.011281971968,1.53073996081804,-0.876626382055644,1.47680223298803,1.25843647483556,1.33433184533857e-08
-0.50463237813923,0.638230909217644,0.814521013638001,-0.094505144414971,-1.2557479909983,1.42527520581019,-0.345958438962297,1.14741973893808,-0.869861202129284,1.00484814181331,3.81383734052005e-09
-0.228999358297367,-1.4512393359189,-0.817560657809161,0.978417582053153,1.08727906094048,-1.23118137801051,1.22523091899334,0.409843610101387,0.171204030904577,1.65193561228388,3.77079873297534e-09
0.83907859358985,1.465127644527,-0.618947544352628,-0.182449630191046,1.40438046646603,0.864659368315562,0.378534431650577,-1.23683797985961,1.6048020567217,-0.455470879383793,5.93533065712808e-09
1.65736412124538,-1.44234797317364,-0.886643479880999,-0.868416619244437,1.57173954160451,-0.325571178980727,-1.36723152163346,-0.953814581585066,-1.13439417117887,-1.70592369394179,9.74042785140689e-10
-1.18510139587383,1.04723359549969,-0.2908041395114,-0.437488638941666,1.51888930735025,-1.74004806127487,-0.407060247327239,0.0153261458398973,0.538136858941101,0.217849866916667,2.13265610216184e-09
1.30420931457299,1.62517217394171,-0.144003142608745,-0.868416619244437,0.0126576311038948,-0.567067232055336,0.0730253898258713,-0.104744386761426,1.56213544881047,-0.472959729937052,4.12778545162488e-09
-0.323748208868007,0.656013634708167,1.3240068264178,1.03997872209641,-1.00030519210272,0.933658240622593,0.448365069781939,-0.559297117323577,-0.622394876244186,-0.376771051894129,3.19217585556242e-09
-0.797492461721209,0.638230909217644,-1.25796364851713,-1.69509478553955,1.73029024436729,-1.66242432992946,-1.63782524439248,0.341231877186345,1.0330695107113,1.31964745177197,2.00377973612187e-09
-0.444337655048822,-0.473189433940092,1.29810076814086,-0.53422757329535,1.05204557143764,-0.29969660186559,1.2514174082926,-0.773708782683082,-1.49279367763315,0.768748659344317,2.639352062158e-09
0.451469659437231,0.593774095491334,0.365482670171057,-0.692527647692285,-1.09719728823553,-1.39505369973971,0.50946687814688,1.50763133674205,-0.98932770428071,-1.41735765981302,1.68307877468677e-09
-0.745811270500859,-1.55793568886204,-0.895278832639979,1.52367339386482,-1.37025683188253,-1.51580172627701,-0.424517906860079,-1.5027084449054,-0.818661272635815,-1.13753605096088,5.11253024705905e-10
1.23530105961253,0.113640507247192,-0.316710197788339,1.31260662800224,-1.31740659762827,-1.12768306954996,1.72277421567928,-0.953814581585066,1.21226926393844,0.523904751598694,4.33118552365572e-09
1.23530105961253,-1.46013069866416,-0.152638495367725,-1.23778345950395,-1.35264008713111,-0.0323259716758441,1.08556964273061,-0.670791183310519,0.256537246727024,-1.31242455649347,1.2900259811012e-09
1.71765884433579,1.61628081119645,1.2808300626229,-0.780472133468361,-1.59927451365098,0.864659368315562,-0.843501735648248,-0.121897319990186,-0.30666197770113,0.44520492410903,4.25096492902389e-09
0.563445573747987,1.0205595072639,-1.07662124057855,-0.411105293208843,-0.815329372212818,-1.6020503166608,0.954637196234309,0.358384810415106,-0.690661448902144,1.65193561228388,2.54500476972166e-09
0.856305657329966,-1.22006390454209,1.22038259331005,1.13671765645009,1.16655441232187,1.44252492388695,-1.46324864906408,0.487031809630809,-1.58666021503784,1.20596992317578,5.38526204442323e-09
0.985508635380839,1.81189079159221,-0.998903065747735,-1.24657790808156,1.30748837033322,0.304043530820933,0.361076772117737,-0.259120785820269,-0.0933289381450107,1.66068003756051,5.71069070285671e-09
0.684035019928802,0.878297703339715,-1.17161012092733,1.30381217942463,-1.49357404514247,0.433416416396616,-0.922061203546029,-0.928085181741926,-0.400528515105822,0.366505096619366,1.91166387272676e-09
-0.306521145127891,0.487077742548192,1.03904018537147,1.36537331946789,-0.348485636300203,-1.3174299683943,1.08556964273061,-1.24541444647399,-1.35626053231723,-1.27744685538695,1.71006198476273e-09
-1.25400965083429,1.26951766413124,-0.947090949193857,-0.718910993425108,1.65982326536161,0.183295504283628,1.7315030454457,-0.199085519519608,-0.323728620865619,-1.71466811921842,2.58074208557163e-09
1.49370701571427,0.371490026859787,0.987228068817595,1.40055111377832,1.18417115707329,-1.14493278762672,-0.0928223757361121,1.30179613799693,1.34026908767211,1.21471434845241,1.37031194132132e-08
-0.668289483670335,1.15392994844283,-0.178544553644664,0.485928461707129,0.118358099612411,1.64089668176966,-1.48943513836334,-1.46840257844788,0.606403431599059,-1.12004720040762,2.20065810081958e-09
-1.15926080026365,0.362598664114525,0.615907900181468,-1.51041136540979,-0.489419594311559,-0.0754502668677388,1.6005705989494,-0.036132653846384,-0.639461519408675,0.899915038493757,2.30892654362719e-09
0.399788468216881,-0.135317649620141,-0.964361654711816,-0.630966507649033,-0.198743305913138,-1.61067517569918,-0.031720567371171,1.03592567295114,0.23093728198029,-0.787759039895709,1.41969677403142e-09
-1.46934794758575,-0.899974845712663,-1.43067070369672,-1.66871143980673,-0.401335870554462,1.25277802504261,0.308703793519216,-0.404920718264733,-0.929594453204997,1.41583612981489,1.22421014006882e-09
-1.35737203327499,0.718253173925,-0.955726301952836,-1.66871143980673,0.479501367016509,1.44252492388695,-0.878417054713928,-0.00182678738886315,-1.70612671718927,-1.12879162568425,1.01764731863534e-09
-0.849173652941558,-0.864409394731615,-1.18024547368631,-0.701322096269893,-0.286827029670235,-0.29969660186559,-1.26248556443642,0.830090474206017,1.27200251501415,1.33713630232522,1.82663501993176e-09
-0.616608292449986,0.629339546472382,-0.480781900208953,-0.481460881829704,-1.39668194900966,0.864659368315562,-0.389602587794398,-0.842320515598124,-0.639461519408675,-0.254349098021318,1.16170691092931e-09
-1.02144429034272,-1.48680478689995,0.0546099708477879,0.617845190371242,-0.595120062820075,0.683537328509604,1.32997687619038,1.22460793846751,-0.255462048207661,-1.47856863674943,2.21951687552234e-09
-1.40905322449534,1.68741171315855,0.0114332070528892,-0.120888490147794,-0.727245648455721,-1.46405257204674,0.640399324643183,-1.28829677954589,-0.48586173092827,-1.43484651036628,1.02840148294217e-09
-0.875014248551732,-1.46013069866416,0.624543252940447,0.186917210068471,1.80075722337296,-0.627441245323988,-1.00934950121023,-0.593602983781098,1.63893534305068,0.401482797725884,2.79111376069546e-09
-0.547700037489521,1.091690409226,1.05631089088943,-0.789266582045969,0.4706929946408,0.398916980243101,1.74896070497855,-0.627908850238618,-1.55252692870886,-0.350537776064241,3.00124293272716e-09
-0.685516547410452,0.727144536670262,0.201410967750443,1.66438457110654,0.45307624988938,1.22690344792747,-1.5592657764947,-0.130473786604566,0.597870110016815,-0.735292488235933,3.56941842267876e-09
-0.160091103336902,-1.17560709081578,0.944051305022696,-0.31436635885516,-0.498227966687268,-1.24843109608727,-1.06172247980875,-1.26256737970275,0.0773374934998842,-1.41735765981302,7.43811558305303e-10
-1.38321262888517,-1.21117254179683,1.62624417298209,-1.44885022536654,-0.515844711438688,1.53739837330911,0.570568686511821,-0.319156052120931,-1.6549267876958,1.52951365841107,2.36591046247727e-09
